"gtdb_rel207_bac120.bin"	"gtdb_rel207_bac120.uniqueSCGs"	"gtdb_rel207_bac120.multipleSCGs"	"gtdb_rel207_bac120.sumSCGs"	"gtdb_rel207_bac120.Completeness"	"gtdb_rel207_bac120.additionalSCGs"	"gtdb_rel207_bac120.Contamination"	"gtdb_rel207_bac120.score"
"example_vamb_bin_3659"	76	1	77	0.633333333333333	0	0.00657894736842105	0.626754385964912
"example_vamb_bin_3688"	24	0	24	0.2	0	0	0.2
"example_vamb_bin_36992"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_37090"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_37467"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_3752"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_3766"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_3834"	70	4	76	0.583333333333333	2	0.0369047619047619	0.546428571428571
"example_vamb_bin_3840"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_39691"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_40021"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_4052"	78	1	80	0.65	1	0.0105769230769231	0.639423076923077
"example_vamb_bin_40685"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_41370"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_41705"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_42096"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_4213"	81	7	88	0.675	0	0.0432098765432099	0.63179012345679
"example_vamb_bin_42466"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_42543"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_4256"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_4343"	4	0	4	0.0333333333333333	0	0	0.0333333333333333
"example_vamb_bin_43712"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_43827"	3	0	3	0.025	0	0	0.025
"example_vamb_bin_44761"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_451"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_4561"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_45666"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_46119"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_4720"	4	0	4	0.0333333333333333	0	0	0.0333333333333333
"example_vamb_bin_4738"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_4759"	7	0	7	0.0583333333333333	0	0	0.0583333333333333
"example_vamb_bin_48074"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_4825"	8	0	8	0.0666666666666667	0	0	0.0666666666666667
"example_vamb_bin_4848"	4	0	4	0.0333333333333333	0	0	0.0333333333333333
"example_vamb_bin_4852"	4	0	4	0.0333333333333333	0	0	0.0333333333333333
"example_vamb_bin_490"	63	5	68	0.525	0	0.0396825396825397	0.48531746031746
"example_vamb_bin_49802"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_50788"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_51419"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_5220"	6	0	6	0.05	0	0	0.05
"example_vamb_bin_5238"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_52550"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_52653"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_52961"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_536"	20	0	20	0.166666666666667	0	0	0.166666666666667
"example_vamb_bin_543"	118	0	118	0.983333333333333	0	0	0.983333333333333
"example_vamb_bin_5488"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_549"	115	1	116	0.958333333333333	0	0.00434782608695652	0.953985507246377
"example_vamb_bin_5526"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_55461"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_5585"	9	0	9	0.075	0	0	0.075
"example_vamb_bin_5703"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_57511"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_57891"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_5864"	3	0	3	0.025	0	0	0.025
"example_vamb_bin_61151"	3	0	3	0.025	0	0	0.025
"example_vamb_bin_61391"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_6223"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_6224"	3	0	3	0.025	0	0	0.025
"example_vamb_bin_6230"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_6239"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_62443"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_62850"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_63055"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_64701"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_65327"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_66367"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_6744"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_67949"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_68135"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_69380"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_69463"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_69729"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_70416"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_70847"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_7096"	24	0	24	0.2	0	0	0.2
"example_vamb_bin_71391"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_71949"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_72044"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_72549"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_7307"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_75038"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_75451"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_76018"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_76165"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_7646"	3	0	3	0.025	0	0	0.025
"example_vamb_bin_8547"	4	0	4	0.0333333333333333	0	0	0.0333333333333333
"example_vamb_bin_86"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_8692"	4	0	4	0.0333333333333333	0	0	0.0333333333333333
"example_vamb_bin_8696"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_906"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_9065"	2	0	2	0.0166666666666667	0	0	0.0166666666666667
"example_vamb_bin_9089"	5	0	5	0.0416666666666667	0	0	0.0416666666666667
"example_vamb_bin_9184"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_9537"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_958"	86	8	97	0.716666666666667	3	0.0590116279069767	0.65765503875969
"example_vamb_bin_9710"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
"example_vamb_bin_9890"	1	0	1	0.00833333333333333	0	0	0.00833333333333333
